Name;Coded Text
Summarize Information;It does say...here, every intersection on the map must havetraffic signals, all intersections will be four way. There are noT-êintersections. Nor one-êway roads.
Summarize Information;I've got some ideas around intersections androads
Summarize Information;Okay so students should be ableto choose... students should be able to observe any progress4with their map's timing scheme--okay so that comes back toanalytics 
Summarize Information;random number generator is controlling push. Andthat happens for every tick.
Summarize Information;So it says here students should be able to choose the trafficdensity they're interested in on a given road
Summarize Information;So this is kind of like our cop rules, right
Summarize Information;so tick happens and changes time, cop is watchingtime
Summarize Information;Start, pause, reset. Then maybe thenext one will be added on to observe
Summarize Information;That's what we'rekind of doing here
Summarize Information;We have some constraints on the flow of 
Summarize Information;We have the notion ofqueuing and de-êqueuing
Summarize Information;we need to design the basic structure of the code thatwill be used to implement the system.
Summarize Information;We now have two 1types of car. Straight-êthrough guy and left-êturn, right turn,left-êturn.
Summarize Information;Well it does say that something that the user couldcontrol
Summarize Information;Well it says the student must be able to simulate traffic flowson the map. Students should be able to change the trafficdensity that enters the map on a given road. 
Summarize Information;what we have in our model so far is intersectionthat has the light
Suppose; if we control whether certain intersections evenallow a [inaudible
Suppose;I suppose if you just had a list of intersections it goesrandomly too 
Suppose;If it's a single lane of traffic, could those left-êturners andstraight-êthrough-êers be queued up in the same queue
Suppose;If that state is this, then the otherstates are going to be
Suppose;If the car at thehead of, well the entrance. I guess
Suppose;if there's a protected left turn thenthese need to be broken up almost.
Suppose;if they have an intersection here and here
Suppose;if this is ourcanvass and that's an onramp and that's an off ramp, youhave a special edge intersection
Suppose;if this road fills up, then even if this is green,this car won't be able to pass
Suppose;if we ever really neededthis 
Suppose;If we had some sort of--our network can be representedwith a geometry that's in kind of the window so you canscroll around
Suppose;if we haveintersection then they know about them
Suppose;if we make the capacity of the geometry and youcould sort of simulate a highway or something
Suppose;If we want to
Suppose;if we want to get more sophisticated wecould have sensor logic taking sensor for each in-êroad so thatif say these two are empty then these two just stay greenforever
Suppose;if we were playing the roles ofarchitect, how to communicate it to--so we
Suppose;if you could rearrange the networks to get thatslope, you would have
Suppose;if you double click you can controlthe frequency of the car creation on that road
Suppose;if you gothrough that's fine and then through that's fine.
Suppose;If you have multiple lanesthen you could say the left one is always turning left
Suppose;if you look at a road. It has a queue, right
Suppose;if you say you have to start with anonramp 
Suppose;if you're thinking graphically, if this iscapacity and wait time, the capacity is going to be graphedsomething like that
Suppose;if you're visiting anintersection and a road you don't have to be those thingsthere, all that logic is pretty clear there
Suppose;if youwant to take control, I'd have you say 
Suppose;Ifyou want to make it longer or shorter
Suppose;It depends if there's two lanes or not.
Suppose;It's almost as if you need to always start with an onramp sothat
Suppose;it's not full it would be allowed to
Suppose;let's supposeto you do here to here onramp, off ramp. And so this pointnow we can get an interior, now we've got an interior.
Suppose;let'ssuppose we make it so every ten ticks the lights change.Well, it might be that every five ticks, the sensor is triggered,or something like that.
Suppose;Maybe ifyou select a car, I mean a road, it allows you to edit
Suppose;Numerical decision data. Averagewait time, three hours. And I wonder if we want to allowuser control of a clock in the sense that relating the notion ofthis tick time to real time. 
Suppose;say if this is the head. Sothe speed controls, like for every tick how many spaces a carcan move
Suppose;so let's suppose T onerepresent a delta 
Suppose;So then, so suppose, so we're going to have thecars done in one tic right.
Suppose;So, let's suppose we start with, say this picture is T zero.What would, okay so they can't, let's suppose for a momentthat T zero has all the lights about to change, so in the sensethat wherever I just point in time nothing's moving and we'reshowing x point in time where something has moved sort ofbefore and after state.
Suppose;Suppose you have even a simulationobject, it has a clock and a network and here's the clock andit tells the clock time
Suppose;thatif a car went from here--so what we'd see right now in ourvisualization is that in queue we see it pop to the front of thequeue
Suppose;There might be an implicitstep in the network to say to keep the network modelconstraints by introducing an intersection if it needs to at ajunction
Suppose;there's rules governing if you have two carsgoing into the same road, which goes first per tick, 
Suppose;this road is geometrically shorter, then thisessentially is saying all roads are the same length
Suppose;when I hit theplay button, it kicks the ticks going and now we have all ofour random number generators feeding cars into thenetwork
Suppose;you have an analyticspiece looking in and assessing questions like
Suppose;you're trying to do the yield, you know trying tosimulate the yield rule, right
Task; Assess the load on an9intersection
Task; Okay so it says that's up to us
Task; was thinking, up to this point we'vesaid intersections contain the roads 
Task;, it saysstudents must be able to describe the behavior of trafficlights on each of the intersection so that's maybe building UIfor this intersection piece where we allow the user to set atime, or set a--
Task;2C says students should be able to design eachintersection with or without the option of sensors
Task;A couple more advanced details is there's the left-êhand turn
Task;And nowshould we try 
Task;And then come up with progressively--start off with thesimplest user story, and then progressively add user stories3and then maybe have pictures to illustrate how in our systemthose user stories will be achieved
Task;At least we can go through it right now. A few tables
Task;By now we select the intersection, you couldgo to the analytics now. There's a coloring of theintersection as it grows and then the specifics of theanalytics
Task;fifteen minutes into documenting,talking about the engineering design, code structure
Task;Get a little more sophisticated.
Task;I guess the other thing that would be--the other big piecehere is analytics,
Task;I guess we should write some of these things down.
Task;I was thinking we could startwith what we have now and fall on a user story of runningthis simulation now. 
Task;I'm sort of reminded of the fact that we're supposed to allowlights to have sets of rules
Task;I'm wondering with half an hour left if we need to thinkabout how to--
Task;It does say...here, every intersection on the map must havetraffic signals, all intersections will be four way. There are noT-êintersections. Nor one-êway roads.
Task;I've got some ideas around intersections androads
Task;let's go back to the model6for a second
Task;Let's sketch a UI
Task;maybe we can peg that for the moment and introducethat as we flush this out
Task;maybe we can peg that for the moment and introducethat as we flush this out.
Task;Maybe we can use this space.
Task;Maybe we should start talking about the U
Task;Okay so students should be ableto choose... students should be able to observe any progress4with their map's timing scheme--okay so that comes back toanalytics 
Task;Okay this is getting morecomplicated
Task;one thing I didn't think of is the popping, 
Task;random number generator is controlling push. Andthat happens for every tick.
Task;Should we start soon?
Task;So basic--design a basic structure of code.So to me, that's where we've got the model. The model anda little bit of how controller controls the model.
Task;So it says here students should be able to choose the trafficdensity they're interested in on a given road
Task;So should we talk about end [inaudible
Task;So should we talk about end [inaudible
Task;So this is kind of like our cop rules, right
Task;so tick happens and changes time, cop is watchingtime
Task;Start, pause, reset. Then maybe thenext one will be added on to observe
Task;That's what we'rekind of doing here
Task;We have some constraints on the flow of 
Task;We have the notion ofqueuing and de-êqueuing
Task;we need to design the basic structure of the code thatwill be used to implement the system.
Task;We now have two 1types of car. Straight-êthrough guy and left-êturn, right turn,left-êturn.
Task;Well it does say that something that the user couldcontrol
Task;Well it says the student must be able to simulate traffic flowson the map. Students should be able to change the trafficdensity that enters the map on a given road. 
Task;well let's stick to the grid
Task;Well now, intersection class
Task;We'll tackle that when we get there
Task;well we can write that down
Task;what we have in our model so far is intersectionthat has the light
Task;where's the first place to start?
Task;yeah maybe let's start with thenetwork
Usability and User Interface; And thenfor each intersection you can double click--and thencontrols some of the
Usability and User Interface; there's a play andpause button on the clock or something
Usability and User Interface; we'll just pause it and reset it and now, again maybenow we can speak to the analytics pieces
Usability and User Interface; Whichbasically, I'm just going to write on the board, average waittime, average capacity on the road or
Usability and User Interface; you click an edge and you have to connect that tosomething that exists in the network
Usability and User Interface;although I mean theoretically you could do somethinglike this 
Usability and User Interface;And as you drag it out it kind of shows you how many cars
Usability and User Interface;And here, and what not.And so then drag it and the it automatically connects and asyou move this back and forth it increases the capacity for thisroad so now 
Usability and User Interface;And the way they do that, hit the start button.
Usability and User Interface;And then maybe in order to control the flow of the on-êramp,you can click on, here
Usability and User Interface;And then, so now. Now because you have something there,you theoretically go drag down and drag and make aconnection there so now you've got a--except it's got to befour ways so how does that work. And the end becomestricky
Usability and User Interface;Because now as you drag thisone over you've got to make sure to drag that one over
Usability and User Interface;Car, click with the mouse [inaudible]. Certainly,we'd like to be able to click a car and see analytics for thatcar. And it might be that we want to select a car and watchthat particular car snake through the simulation.
Usability and User Interface;could have a slider tosay I want to see this simulation whiz by, or no I'd really liketo watch that simulation unfold and see what the blockage ison that particular intersection and so that will slow thespeed down. So this is a ticks per second slider
Usability and User Interface;Highlight a specific car and see for that
Usability and User Interface;I drag a road vertical, and I drag a roadhorizontal and the geometric--
Usability and User Interface;If we had some sort of--our network can be representedwith a geometry that's in kind of the window so you canscroll around
Usability and User Interface;if you double click you can controlthe frequency of the car creation on that road
Usability and User Interface;It's almost like we need a little pallet of intersections
Usability and User Interface;just drag one here and drag one thereright? So once you drag this one here you have to specifyhow that one's connected, 
Usability and User Interface;Next thing would be like color as a gross levelvisualization and like you say you click sensitive, you actuallysee numerical values
Usability and User Interface;One way that I found effective in communicating UIinteraction is user stories
Usability and User Interface;Or is this inside of a UI 
Usability and User Interface;out a horizontal lineand drag out a vertical line so that the intersection pops intoexistence at some geometric crossing. 
Usability and User Interface;Right so this is now a UI piece and the dot, brings up youreditor with frequency of, your frequency value
Usability and User Interface;see average wait time, analytics,average capacity of the roads, average cars, these kind of
Usability and User Interface;So that if the user andthe UI draws another road somewhere
Usability and User Interface;So the empty network is what we started outwith a blank page, as they drag a road on, that instantiates aroad object
Usability and User Interface;Soyou double click on the onramp widget and then say
Usability and User Interface;Start, observe, and then we'll put pause
Usability and User Interface;The onramp is receiving cars, visually queue upand then visually release
Usability and User Interface;the way you do that is you click on the edges tocreate roads and then where the roads meet you haveintersections.
Usability and User Interface;then based on how a user controls sliders to0create traffic jams or what have you, or adjust timings on thelights, or the speed of the cars, 
Usability and User Interface;Then you can drag other nodes, more intersections 
Usability and User Interface;this could be contact sensitive, right soyou click on an intersection and it shows you average waittime.
Usability and User Interface;this means the analytics--sodashboard and [inaudible] some things. Maybe coded onthe car, the representation of the car. It's been waiting and itgoes red, if the road is [inaudible] a gridlock, it goes to red, ifit's free-êflowing it goes to green, this kind of stuff. So youget a nice colorful visualization of the efficacy [inaudible
Usability and User Interface;We can do that along the rules the cop is using, potentially,the frequency values around number generators potentially,the state of sensors, all these parametric controls of thesimulation we need to build UI for user controls.
Usability and User Interface;We show a different view in UI states, 
Usability and User Interface;you can't pick up thisintersection, it would make sense to move the entire road
Usability and User Interface;You could make it thicker. Visual indicationthat's the max number is a lot, that increases the...
Usability and User Interface;you havea slider that says busy, up and down busy or empty
Usability and User Interface;you havemaybe you have these intersection objects that you dragonto the--well let's...
Use Case;as a user, I want to...create an intersection
Use Case;can say, okay clear all the cars, play again.
Use Case;Could you have the case where you could makea mass left here but not there. 
Use Case;either the user willnow want to initiate a simulation in this very simple network,maybe
Use Case;forthe users to be able to change or control the simulation
Use Case;I as a user of this system want to createa road in my simulation 
Use Case;Numerical decision data. Averagewait time, three hours. And I wonder if we want to allowuser control of a clock in the sense that relating the notion ofthis tick time to real time. 
Use Case;So right now nothingexists in the network so the only other thing is--so that's anonramp and that's an off ramp--so you can only create anonramp and off ramp initially
Use Case;that affects the car you're creating.And how quickly you're creating.
Use Case;then based on how a user controls sliders to0create traffic jams or what have you, or adjust timings on thelights, or the speed of the cars, 
Use Case;thinking of acase where a user could actually put down an intersectionswithout violating a constraint.
Use Case;Yeah, erase... you've got basically a blank slate. And well youstart, drag an intersection but basically drag an intersectiononto the thing. And then
Use Case;you're adding a roadto the network an there's constraints on what kind of roadsyou can add and sets up the interior versus onrampdesignation so
Accept and Confirm;Blocks
Accept and Confirm;Exactly
Accept and Confirm;Exactly
Accept and Confirm;Exactly
Accept and Confirm;Exactly, 
Accept and Confirm;Exactly, exactly
Accept and Confirm;Exactly, exactly.
Accept and Confirm;Furthermore, like more details.
Accept and Confirm;I got it, yeah.
Accept and Confirm;I know,
Accept and Confirm;I understand
Accept and Confirm;Lets assume this
Accept and Confirm;No, no
Accept and Confirm;Oh yes
Accept and Confirm;Okay
Accept and Confirm;Okay
Accept and Confirm;Okay
Accept and Confirm;Okay
Accept and Confirm;Okay
Accept and Confirm;Okay
Accept and Confirm;Okay
Accept and Confirm;Okay
Accept and Confirm;Okay
Accept and Confirm;Okay
Accept and Confirm;Okay
Accept and Confirm;Okay
Accept and Confirm;Okay
Accept and Confirm;Okay
Accept and Confirm;Right
Accept and Confirm;Right
Accept and Confirm;Right
Accept and Confirm;Right
Accept and Confirm;Right
Accept and Confirm;Right, righ
Accept and Confirm;So I guess roads, intersections
Accept and Confirm;So I guess you would say that
Accept and Confirm;That's true
Accept and Confirm;There's intersections, and streets,
Accept and Confirm;These are the patterns
Accept and Confirm;This is a real?time table
Accept and Confirm;We could do it like that
Accept and Confirm;Ya
Accept and Confirm;Yeah
Accept and Confirm;Yeah
Accept and Confirm;Yeah
Accept and Confirm;Yeah
Accept and Confirm;Yeah
Accept and Confirm;Yeah
Accept and Confirm;Yeah
Accept and Confirm;Yeah
Accept and Confirm;Yeah
Accept and Confirm;Yeah
Accept and Confirm;Yeah
Accept and Confirm;Yeah
Accept and Confirm;Yeah
Accept and Confirm;Yeah
Accept and Confirm;Yeah
Accept and Confirm;Yeah
Accept and Confirm;Yeah
Accept and Confirm;Yeah
Accept and Confirm;Yeah
Accept and Confirm;Yeah
Accept and Confirm;Yeah
Accept and Confirm;Yeah
Accept and Confirm;Yeah
Accept and Confirm;Yeah
Accept and Confirm;Yeah
Accept and Confirm;Yeah
Accept and Confirm;Yeah
Accept and Confirm;Yeah
Accept and Confirm;Yeah
Accept and Confirm;Yeah
Accept and Confirm;Yeah
Accept and Confirm;Yeah
Accept and Confirm;Yeah
Accept and Confirm;Yeah
Accept and Confirm;Yeah
Accept and Confirm;Yeah
Accept and Confirm;Yeah
Accept and Confirm;Yeah
Accept and Confirm;Yeah
Accept and Confirm;Yeah
Accept and Confirm;Yeah
Accept and Confirm;Yeah
Accept and Confirm;Yeah
Accept and Confirm;Yeah
Accept and Confirm;Yeah
Accept and Confirm;Yeah, everyone has a light
Accept and Confirm;Yeah, exactly.
Accept and Confirm;Yeah, that's probably enough
Accept and Confirm;Yeah, they're there
Accept and Confirm;Yeah, well...
Accept and Confirm;Yeah, yeah
Accept and Confirm;Yeah, yeah
Accept and Confirm;yeah, yeah.
Accept and Confirm;Yes
Accept and Confirm;You go ahead.
Acknowledge;Blocks
Acknowledge;Exactly
Acknowledge;Exactly
Acknowledge;Exactly
Acknowledge;Exactly, 
Acknowledge;Exactly, exactly
Acknowledge;Exactly, exactly.
Acknowledge;From when you start it one way until you all the way tothe end to the next light? But it seems like sensors couldimpact that,
Acknowledge;Furthermore, like more details.
Acknowledge;I got it, yeah.
Acknowledge;I know,
Acknowledge;I understand
Acknowledge;Lets assume this
Acknowledge;No
Acknowledge;No, no
Acknowledge;No, no
Acknowledge;Oh yes
Acknowledge;Okay
Acknowledge;Okay
Acknowledge;Okay
Acknowledge;Okay
Acknowledge;Okay
Acknowledge;Okay
Acknowledge;Okay
Acknowledge;Okay
Acknowledge;Okay
Acknowledge;Okay
Acknowledge;Okay
Acknowledge;Okay
Acknowledge;Okay
Acknowledge;Okay
Acknowledge;Right
Acknowledge;Right
Acknowledge;Right
Acknowledge;Right
Acknowledge;Right
Acknowledge;Right, righ
Acknowledge;So I guess roads, intersections
Acknowledge;So I guess you would say that
Acknowledge;That's true
Acknowledge;There's intersections, and streets,
Acknowledge;These are the patterns
Acknowledge;This is a real?time table
Acknowledge;We could do it like that
Acknowledge;Ya
Acknowledge;Yeah
Acknowledge;Yeah
Acknowledge;Yeah
Acknowledge;Yeah
Acknowledge;Yeah
Acknowledge;Yeah
Acknowledge;Yeah
Acknowledge;Yeah
Acknowledge;Yeah
Acknowledge;Yeah
Acknowledge;Yeah
Acknowledge;Yeah
Acknowledge;Yeah
Acknowledge;Yeah
Acknowledge;Yeah
Acknowledge;Yeah
Acknowledge;Yeah
Acknowledge;Yeah
Acknowledge;Yeah
Acknowledge;Yeah
Acknowledge;Yeah
Acknowledge;Yeah
Acknowledge;Yeah
Acknowledge;Yeah
Acknowledge;Yeah
Acknowledge;Yeah
Acknowledge;Yeah
Acknowledge;Yeah
Acknowledge;Yeah
Acknowledge;Yeah
Acknowledge;Yeah
Acknowledge;Yeah
Acknowledge;Yeah
Acknowledge;Yeah
Acknowledge;Yeah
Acknowledge;Yeah
Acknowledge;Yeah
Acknowledge;Yeah
Acknowledge;Yeah
Acknowledge;Yeah
Acknowledge;Yeah
Acknowledge;Yeah
Acknowledge;Yeah
Acknowledge;Yeah
Acknowledge;Yeah
Acknowledge;Yeah, because that's a huge wrinkle if it's not.
Acknowledge;Yeah, everyone has a light
Acknowledge;Yeah, exactly.
Acknowledge;Yeah, that's probably enough
Acknowledge;Yeah, they're there
Acknowledge;Yeah, well...
Acknowledge;Yeah, yeah
Acknowledge;Yeah, yeah
Acknowledge;yeah, yeah.
Acknowledge;Yes
Acknowledge;You go ahead.
Actor;students, and theprofessor.
Agree;I would somehow separate it too
Agree;No
Agree;So that's what I was getting at
Agree;That's kind of good down here
Agree;Yeah
Agree;Yeah, because it has to be adjusted to however fast you canpossibly be going
Apologize;I'm sorry
Argue; But how 
Argue; So once the car exists
Argue;, if you click on here and double click on here then there'ssome form that
Argue;Although
Argue;although wemight duplicate that down here so that they can keep track ofit
Argue;And what kind of metrics or ideas does she have aroundsuccess or failure of a given, of a simulation
Argue;ayout on here well I definitely want itred for this whole period, and definitely red while it's yellow,and then there should be a little bit of an overlap. Maybesomething tha
Argue;But
Argue;but
Argue;But
Argue;but
Argue;but
Argue;But
Argue;but
Argue;but
Argue;but
Argue;but
Argue;but
Argue;But
Argue;but
Argue;but
Argue;But
Argue;But
Argue;but
Argue;but
Argue;But
Argue;but
Argue;but
Argue;But
Argue;But
Argue;But
Argue;but
Argue;but
Argue;but
Argue;but
Argue;but
Argue;But
Argue;But at the same 
Argue;but given what we have we think you can start ona prototype.
Argue;but I think
Argue;but ideally you'd want to have an ability for thesystem to self?adjust so that would be like the second stagewhere you go and figure 
Argue;But it's not 
Argue;but the thing is
Argue;But then again
Argue;but there's not a lot of, you 
Argue;butI
Argue;butthat
Argue;Cars are independent ofintersections I feel
Argue;each approach has a different light, or we could putthem in pairs where the north and south approaches both havethe same light signals.
Argue;f south has a green arrow, then
Argue;I almost wonder if, I don't know.
Argue;I don't know
Argue;I don't know
Argue;I don't know
Argue;I don't know
Argue;I don't know
Argue;I don't know
Argue;I don't know
Argue;I don't know
Argue;I don't know
Argue;I don't know how sensors work.
Argue;I don't know if Professor E really wants that level ofdetail
Argue;I don't know if they can set thespeeds
Argue;I don't know if you can changethese as well while you're going.
Argue;I don't know if. But youalready got this on there,
Argue;I don't know so much
Argue;I don't know,
Argue;I don't know,
Argue;I don't know,
Argue;I don't know.
Argue;I don't knowthat almost feels like
Argue;I don'tknow
Argue;I don'tknow exactly how to capture this
Argue;I would somehow separate it too
Argue;if
Argue;if
Argue;if
Argue;If
Argue;if
Argue;if
Argue;if
Argue;if
Argue;If
Argue;if the speed on this street is25mph, adding relay, how long should it take you to go thisdistance
Argue;if this is green, then y
Argue;if we had alittle more time
Argue;if you want tosimulate it, you have to know
Argue;I'm not reallysure
Argue;I'm not sure.
Argue;I'm saying
Argue;I'm still thinking
Argue;is part of the intersection
Argue;it'd have to be in 60 because you'd only get [inaudible] onthe green, [inaudible] on the red
Argue;know there is an overlap when both of them are red,because people run yellow lights, and they run red lights at theend so you'd get a collision
Argue;meaninglittle dots are moving, showing you how the traffic is flowing
Argue;n red for the remainder, andthen
Argue;No
Argue;Now I don't know
Argue;o
Argue;Oh that's not going to quite work.
Argue;Okay, so that's another thing we want to be able to specify indrawing.
Argue;Or
Argue;Or
Argue;or
Argue;Or
Argue;Or
Argue;Or
Argue;or
Argue;or
Argue;or
Argue;or
Argue;Or
Argue;or
Argue;Or
Argue;or
Argue;or did I readsomething there that said it has some
Argue;Or maybe allow cycleable defaults
Argue;or, again we could
Argue;Or, it could be you can drawwhile you're simulating.
Argue;So
Argue;So
Argue;So
Argue;so
Argue;So
Argue;so
Argue;So
Argue;So
Argue;so
Argue;So
Argue;So
Argue;So
Argue;So
Argue;so
Argue;So
Argue;So
Argue;So
Argue;So
Argue;So
Argue;So
Argue;So
Argue;So
Argue;So
Argue;So
Argue;So
Argue;So
Argue;So
Argue;So
Argue;So
Argue;So
Argue;So
Argue;So
Argue;so
Argue;So
Argue;So
Argue;So
Argue;So
Argue;so
Argue;So
Argue;So
Argue;So
Argue;so
Argue;so
Argue;So
Argue;so
Argue;so I think it'sa little confusing.
Argue;So it would be 50 seconds
Argue;So it's almost lik
Argue;So it's like a drawing tool that can allow them to lay downthese intersections
Argue;So maybe that's a separate setting.
Argue;So one thing is
Argue;So that's what I was getting at
Argue;So the 
Argue;So the intersection 
Argue;So the traffic pattern 
Argue;So then it's divided pretty much between green and...
Argue;So then this would be intersection B2.
Argue;So there is a finite number
Argue;So this can get fairly complex very fast because you have allthese intersections
Argue;so we don't need to really place traffic lights,
Argue;so you couldn't 
Argue;So you're going to have
Argue;That's kind of good down here
Argue;then
Argue;There's kind of a drawing area here
Argue;This is where we still have a little doubt
Argue;Well, by controlling it at an individual car level you end upcontrolling the flow
Argue;Well, so one little thing besides laying out the roads. Weneed some kind of visualization of the map
Argue;Yeah
Argue;Yeah, because it has to be adjusted to however fast you canpossibly be going
Argue;you have to have green arrow and red arrow
Argue;youhave the instance of the car, the car knows where it's going. Sothe car comes, and does some sort of hand?shaking with theroad and the road knows it has this 
Assumption;Again, this would all assume they're regularly placed roads andintersections, right?
Assumption;alwaysvery short
Assumption;And also, traffic speed throughout.
Assumption;and I do believe that we need categoriesof cars
Assumption;And so, clearly no way for people to be able to label thesepretty quickly because there's some information, like we needto track each intersection what roads are connecting
Assumption;and then I believe each car shouldbe able to report to you how long it waited
Assumption;and we have to add in the left?turn arrows, that adds insome complexity.
Assumption;And what kind of metrics or ideas does she have aroundsuccess or failure of a given, of a simulation
Assumption;And whether there's sensors
Assumption;Are north and south the same?
Assumption;assume
Assumption;assume
Assumption;assume we have the streets divided into sections
Assumption;be a very subtle manner: changing the timing at asingle intersection by a couple of seconds can have farreachingeffects on the traffic in the surrounding areas
Assumption;but each time two things there is some sort of a graphicindicating there is an intersection
Assumption;But we are assuming straight lines. [inaudible] Straight streetsonly.
Assumption;cars are going to back up
Assumption;categories of cars
Assumption;city so...
Assumption;combination ofthe density at certain hours and for a given intersection, apercentage, what you expect to go left right or straight for thathour.
Assumption;could changeduring the daytime
Assumption;do have sensor
Assumption;Do weassume, did it say that the intersection has definite trafficlights?
Assumption;each car has to have a destination
Assumption;each of these has a density
Assumption;erpendicular grid.
Assumption;exactly the distance betweeneach intersection, you have to know how fast is the maximumspeed that the cars could possibly be going, so how long does ittake to get from one intersection to another, so if you left at agreen light, from one point.
Assumption;for each approach you can say whether it has a sensor or aleft signal
Assumption;For theroads, we're going to have the main one because we're going tohave to
Assumption;green arrow and red arrow
Assumption;Has green arrow both ways,
Assumption;have sensors that detect
Assumption;here you pump in traffic from theedges of the streets.
Assumption;how she typically provides traffic densities, anddirectional choices to her students
Assumption;I supposethere's some traffic speeds at which these cars travel. Theyprobably vary. So we'd have to assume that from oneintersection to another it can be different. So if they go fromhere to here at 25 max and here 35 is that
Assumption;I think it's just saying you have to have more than just regulargreen
Assumption;I think the intersections just occur.
Assumption;I'd probably points on coordinate righ
Assumption;if the speed on this street is25mph, adding relay, how long should it take you to go thisdistance?
Assumption;ike it could be like the left?hand turn signalhere and here but from this road there's not so. It might not befor the intersection as a whole, maybe there's actually fourobjects here approaching the intersection
Assumption;I'm not sure if the speed is affected by the timing ofthe traffic lights.
Assumption;intersections
Assumption;it has to have a starting point,
Assumption;It pretty much is to control the lights.
Assumption;leftrightturn sensors
Assumption;like this many cars come in per minute goingthis direction.
Assumption;Maximum number of cars at a given red light, and the average
Assumption;Maybe the way to approach it is that there's an overall cycletiming that can be equally divided among all lights and thenyou start screwing with it if you want to. So there's somedefault that saysó
Assumption;Okay so the distance, it seems like if we're not going to havecurving roads
Assumption;Okay, and then there's the density controls
Assumption;Okay, so we don't need to really place traffic lights, they'reassumed tható
Assumption;ou want to pump a single car through the system and youwant to be able to specify where it starts and where it's going/
Assumption;percentage of cars do you expect to be goingstraight, making a left turn, and making a right turn.
Assumption;percentagethat turn at the intersection
Assumption;presumably
Assumption;separate objec
Assumption;So each leg, yeah.
Assumption;So for each block, we have the name and block, how far it is,and how long it should take to travel that if you have a greenlight given the speed on the street.
Assumption;so it's got an infinite number of roads and intersectionsyou can lay out.
Assumption;So then it's divided pretty much between green and...
Assumption;So there's also a leg or a segway
Assumption;So this is kind of a sidewalk
Assumption;some mechanism we can reference each
Assumption;somehow time, daytime, the time of the... possibly also playsa rol
Assumption;Something needsto be grade
Assumption;speeds of the roads
Assumption;starting where is it going
Assumption;streets or roads
Assumption;That shouldn't turn green untilat least after the yellow is done
Assumption;That's the distribution of a given car
Assumption;The businesses betweeneach intersection influence so how far you know is betweenone and two
Assumption;The left?hand turns are protected,
Assumption;The second one isspecifying the parameters at each intersection: does it haveleft, how long, yeah
Assumption;then this is going to affectwhat colors or how they're going to work here
Assumption;then we know that the time
Assumption;thenumber of cars that pass through per minute
Assumption;there's a duration of thecycle
Assumption;there's alwaysgoing to be wait times
Assumption;There's intersections, and streets
Assumption;There's roads, and then there's like names and a speed
Assumption;there's some cars that youknow, again, volkswagon vs mercedes that have certaincharacteristics. You know
Assumption;There's something about the light, eachlight has some kind of timing settings.
Assumption;thestreet should be able to tell you going north or south or east orwest
Assumption;They can set the density.
Assumption;They need to place roads,intersections
Assumption;they're allmaking left.
Assumption;This is done in real time.
Assumption;traffic lights aredifferent
Assumption;traffic lights usually in city streets,are set up so people go just the traffic speed and if they go toofast, then they hit a red light, and if they hit a green light andstay the speed limit then they usually stay and go greenthroughout and so then on a given street, all the lights have tobe timed in such a way that if you follow that speed limit thenyou will get to the next green light and you'll never have tostop as long as you stay at the speed limit
Assumption;two modes: an editingmode and a simulation mode
Assumption;we want the carsthemselves also to know where they are at
Assumption;we'll want to build it in to our diagram to say how they're allrelated
Assumption;We're not generating new traffic from inside the grid
Assumption;where are the streets, what are they, how long the distancesbetween them and all that.
Assumption;Which is, I guess where you'd want to start your simulation.Kind of uniformly distributed.
Assumption;Yeah, butthat doesn't really necessarily tell you, it also doesn't say that ifyou have two streets that are a mile long and the averagespeed is 25, the best timingó
Assumption;yellow transition time.
Assumption;you can say a street can report data to you
Assumption;you need kind of a summary area to kind oftell you what your settings are for the individual intersections,and what kind of effect, like how much is the traffic backup atthis light, or what's the average wait?time at this light
Assumption;You need to characterize the cars
Assumption;you turn left first
Assumption;you would have to moveseveral blocks at the same time.
Assumption;youhave the instance of the car, the car knows where it's going. Sothe car comes, and does some sort of hand?shaking with theroad and the road knows it has this 
Assumption;You're at a red light and then you turnleft
Assumption;Youwant to change the behaviors of the cars without changing thebehaviors of the intersection
Behavioural Decision;0 to 50on the timeline, is going to be green
Behavioural Decision;And this way too, and all four of these
Behavioural Decision;And you could saythat the whole cycle duration is, I don't know, 2 minutes orsomething equally divided
Behavioural Decision;average 40 seconds b
Behavioural Decision;c lightproblem is figuring out how long we should have theoverlapping red lights to avoid accidents.
Behavioural Decision;car is going on the road, it approaches the intersection.
Behavioural Decision;constant speed throughout?
Behavioural Decision;cycle duration
Behavioural Decision;cycleable defaults
Behavioural Decision;een arrow, then it changes.
Behavioural Decision;green arrow on at the same time
Behavioural Decision;he cars keep appearing, going,appearing, going.
Behavioural Decision;he cars should be going straight, goingleft?right?left?right, going two lefts, one right, left, you know.Just toóso have like, lets say four or five basic categories ofcars
Behavioural Decision;just to even see whether the traffic ismoving at all, they're all going straight.
Behavioural Decision;number of carsthat are waiting at a red light
Behavioural Decision;overall cycletiming
Behavioural Decision;program a littlecar
Behavioural Decision;smarts does the [inaudible] have toprecrude you from laying out something that will causeaccidents
Behavioural Decision;So if you're traveling north on something, then at thestart of the cycle, it's going to start green so
Behavioural Decision;So there's 120 seconds we want broken into
Behavioural Decision;So there's no yellow there,the red is for 65 then.
Behavioural Decision;So wecan assume for this full 55 seconds that this has to be red
Behavioural Decision;that all of A has the same speed
Behavioural Decision;that's what the light would do
